Mod:Item:MetaData, Localized Name
securitycraft:reinforced_stairs_sandstone, Reinforced Sandstone Stairs
securitycraft:reinforced_stairs_birch, Reinforced Birch Stairs
securitycraft:reinforced_stairs_jungle, Reinforced Jungle Stairs
securitycraft:reinforced_stairs_acacia, Reinforced Acacia Stairs
securitycraft:reinforced_stairs_darkoak, Reinforced Dark Oak Stairs
securitycraft:reinforced_stairs_stone, Reinforced Stone Stairs
securitycraft:electrified_iron_fence, Electrified Iron Fence
securitycraft:ims, Intelligent Munitions System 
securitycraft:reinforced_glass_block, Reinforced Glass
securitycraft:reinforced_stained_glass:0, Reinforced White Stained Glass
securitycraft:reinforced_stained_glass:1, Reinforced Orange Stained Glass
securitycraft:reinforced_stained_glass:2, Reinforced Magenta Stained Glass
securitycraft:reinforced_stained_glass:3, Reinforced Light Blue Stained Glass
securitycraft:reinforced_stained_glass:4, Reinforced Yellow Stained Glass
securitycraft:reinforced_stained_glass:5, Reinforced Lime Stained Glass
securitycraft:reinforced_stained_glass:6, Reinforced Pink Stained Glass
securitycraft:reinforced_stained_glass:7, Reinforced Gray Stained Glass
securitycraft:reinforced_stained_glass:8, Reinforced Light Stained Glass
securitycraft:reinforced_stained_glass:9, Reinforced Cyan Stained Glass
securitycraft:reinforced_stained_glass:10, Reinforced Purple Stained Glass
securitycraft:reinforced_stained_glass:11, Reinforced Blue Stained Glass
securitycraft:reinforced_stained_glass:12, Reinforced Brown Stained Glass
securitycraft:reinforced_stained_glass:13, Reinforced Green Stained Glass
securitycraft:reinforced_stained_glass:14, Reinforced Red Stained Glass
securitycraft:reinforced_stained_glass:15, Reinforced Black Stained Glass
securitycraft:reinforced_wood_slabs:0, Reinforced Oak Wood Slab
securitycraft:reinforced_wood_slabs:1, Reinforced Spruce Wood Slab
securitycraft:reinforced_wood_slabs:2, Reinforced Birch Wood Slab
securitycraft:reinforced_wood_slabs:3, Reinforced Jungle Wood Slab
securitycraft:reinforced_wood_slabs:4, Reinforced Acacia Wood Slab
securitycraft:reinforced_wood_slabs:5, Reinforced Dark Oak Wood Slab
securitycraft:reinforced_stone_slabs:0, Reinforced Stone Slab
securitycraft:reinforced_stone_slabs:1, Reinforced Cobblestone Slab
securitycraft:reinforced_stone_slabs:2, Reinforced Sandstone Slab
securitycraft:reinforced_stone_slabs:3, Reinforced Stone Bricks Slab
securitycraft:reinforced_stone_slabs:4, Reinforced Brick Slab
securitycraft:reinforced_stone_slabs:5, Reinforced Nether Brick Slab
securitycraft:protecto, Protecto
securitycraft:reinforced_stone_brick:0, Reinforced Stone Bricks
securitycraft:reinforced_stone_brick:1, Reinforced Mossy Stone Bricks
securitycraft:reinforced_stone_brick:2, Reinforced Cracked Stone Bricks
securitycraft:reinforced_stone_brick:3, Reinforced Chiseled Stone Bricks
securitycraft:reinforced_stairs_stone_brick, Reinforced Stone Brick Stairs
securitycraft:reinforced_mossy_cobblestone, Reinforced Mossy Cobblestone
securitycraft:reinforced_brick, Reinforced Bricks
securitycraft:reinforced_stairs_brick, Reinforced Brick Stairs
securitycraft:reinforced_nether_brick, Reinforced Nether Brick
securitycraft:reinforced_stairs_nether_brick, Reinforced Nether Brick Stairs
securitycraft:reinforced_hardened_clay, Reinforced Terracotta
securitycraft:reinforced_stained_hardened_clay:0, Reinforced White Terracotta
securitycraft:reinforced_stained_hardened_clay:1, Reinforced Orange Terracotta
securitycraft:reinforced_stained_hardened_clay:2, Reinforced Magenta Terracotta
securitycraft:reinforced_stained_hardened_clay:3, Reinforced Light Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:4, Reinforced Yellow Terracotta
securitycraft:reinforced_stained_hardened_clay:5, Reinforced Lime Terracotta
securitycraft:reinforced_stained_hardened_clay:6, Reinforced Pink Terracotta
securitycraft:reinforced_stained_hardened_clay:7, Reinforced Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:8, Reinforced Light Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:9, Reinforced Cyan Terracotta
securitycraft:reinforced_stained_hardened_clay:10, Reinforced Purple Terracotta
securitycraft:reinforced_stained_hardened_clay:11, Reinforced Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:12, Reinforced Brown Terracotta
securitycraft:reinforced_stained_hardened_clay:13, Reinforced Green Terracotta
securitycraft:reinforced_stained_hardened_clay:14, Reinforced Red Terracotta
securitycraft:reinforced_stained_hardened_clay:15, Reinforced Black Terracotta
securitycraft:codebreaker, Codebreaker
securitycraft:door_indestructible_iron_item, Reinforced Iron Door
securitycraft:scanner_door_item, Scanner Door
securitycraft:universal_block_remover, Universal Block Remover
securitycraft:keycard_lv1, Level 1 Keycard
securitycraft:keycard_lv2, Level 2 Keycard
securitycraft:keycard_lv3, Level 3 Keycard
securitycraft:keycard_lv4, Level 4 Keycard
securitycraft:keycard_lv5, Level 5 Keycard
securitycraft:limited_use_keycard, Limited Use Keycard
securitycraft:remote_access_mine, Mine Remote Access Tool
securitycraft:bucket_f_water, Bucket Of Fake Water
securitycraft:bucket_f_lava, Bucket Of Fake Lava
securitycraft:universal_block_modifier, Universal Block Modifier
securitycraft:redstone_module, Redstone Module
securitycraft:whitelist_module, Whitelist Module
securitycraft:blacklist_module, Blacklist Module
securitycraft:harming_module, Harming Module
securitycraft:smart_module, Smart Module
securitycraft:storage_module, Storage Module
securitycraft:disguise_module, Disguise Module
securitycraft:wire_cutters, Wire Cutters
securitycraft:admin_tool, Admin Tool
securitycraft:keypad_item, Key Panel
securitycraft:camera_monitor, Camera Monitor
securitycraft:taser, Taser
securitycraft:sc_manual, SecurityCraft Manual
securitycraft:universal_owner_changer, Universal Owner Changer
securitycraft:universal_block_reinforcer_lvl1, Universal Block Reinforcer (LvL1)
securitycraft:universal_block_reinforcer_lvl2, Universal Block Reinforcer (LvL2)
securitycraft:universal_block_reinforcer_lvl3, Universal Block Reinforcer (LvL3)
securitycraft:briefcase, Briefcase
securitycraft:universal_key_changer, Universal Key Changer
compfac:casing, Compressor Casing
compfac:controller, Compressor Controller
compfac:energy_outlet, Compressor Energy Outlet
compfac:item_input, Compressor Item Input
compfac:item_output, Compressor Item Output
compfac:factory_door, Compressor Teleporter
danknull:danknull_dock, /dank/null Docking Station
danknull:dank_null_holder, item.dank_null_holder.name
danknull:dank_null:0, /dank/null/
danknull:dank_null:1, /dank/null/MK II
danknull:dank_null:2, /dank/null/MK III
danknull:dank_null:3, /dank/null/MK IV
danknull:dank_null:4, /dank/null/MK V
danknull:dank_null:5, /dank/null/MK VI
danknull:dank_null_panel:0, RedStone /dank/null Panel
danknull:dank_null_panel:1, Lapis /dank/null Panel
danknull:dank_null_panel:2, Iron /dank/null Panel
danknull:dank_null_panel:3, Gold /dank/null Panel
danknull:dank_null_panel:4, Diamond /dank/null Panel
danknull:dank_null_panel:5, Emerald /dank/null Panel
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:storage:0, Copper Block
thermalfoundation:storage:1, Tin Block
thermalfoundation:storage:2, Silver Block
thermalfoundation:storage:3, Lead Block
thermalfoundation:storage:4, Aluminum Block
thermalfoundation:storage:5, Nickel Block
thermalfoundation:storage:6, Platinum Block
thermalfoundation:storage:7, Iridium Block
thermalfoundation:storage:8, Mana Infused Block
thermalfoundation:storage_alloy:0, Steel Block
thermalfoundation:storage_alloy:1, Electrum Block
thermalfoundation:storage_alloy:2, Invar Block
thermalfoundation:storage_alloy:3, Bronze Block
thermalfoundation:storage_alloy:4, Constantan Block
thermalfoundation:storage_alloy:5, Signalum Block
thermalfoundation:storage_alloy:6, Lumium Block
thermalfoundation:storage_alloy:7, Enderium Block
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:tome:0, Forge Lexicon
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram:0, Schematic
thermalfoundation:diagram:3, Redprint
thermalfoundation:coin:0, Iron Coin
thermalfoundation:coin:1, Gold Coin
thermalfoundation:coin:64, Copper Coin
thermalfoundation:coin:65, Tin Coin
thermalfoundation:coin:66, Silver Coin
thermalfoundation:coin:67, Lead Coin
thermalfoundation:coin:68, Aluminum Coin
thermalfoundation:coin:69, Nickel Coin
thermalfoundation:coin:70, Platinum Coin
thermalfoundation:coin:71, Iridium Coin
thermalfoundation:coin:72, Mana Infused Coin
thermalfoundation:coin:96, Steel Coin
thermalfoundation:coin:97, Electrum Coin
thermalfoundation:coin:98, Invar Coin
thermalfoundation:coin:99, Bronze Coin
thermalfoundation:coin:100, Constantan Coin
thermalfoundation:coin:101, Signalum Coin
thermalfoundation:coin:102, Lumium Coin
thermalfoundation:coin:103, Enderium Coin
thermalfoundation:fertilizer:0, Phyto-Gro
thermalfoundation:fertilizer:1, Rich Phyto-Gro
thermalfoundation:fertilizer:2, Fluxed Phyto-Gro
thermalfoundation:bait:0, Aqua-Chow
thermalfoundation:bait:1, Rich Aqua-Chow
thermalfoundation:bait:2, Fluxed Aqua-Chow
thermalfoundation:material:0, Pulverized Iron
thermalfoundation:material:1, Pulverized Gold
thermalfoundation:material:16, Diamond Nugget
thermalfoundation:material:17, Emerald Nugget
thermalfoundation:material:24, Iron Gear
thermalfoundation:material:25, Gold Gear
thermalfoundation:material:32, Iron Plate
thermalfoundation:material:33, Gold Plate
thermalfoundation:material:64, Pulverized Copper
thermalfoundation:material:65, Pulverized Tin
thermalfoundation:material:66, Pulverized Silver
thermalfoundation:material:67, Pulverized Lead
thermalfoundation:material:68, Pulverized Aluminum
thermalfoundation:material:69, Pulverized Nickel
thermalfoundation:material:70, Pulverized Platinum
thermalfoundation:material:71, Pulverized Iridium
thermalfoundation:material:72, Pulverized Mana Infused Metal
thermalfoundation:material:96, Steel Blend
thermalfoundation:material:97, Electrum Blend
thermalfoundation:material:98, Invar Blend
thermalfoundation:material:99, Bronze Blend
thermalfoundation:material:100, Constantan Blend
thermalfoundation:material:101, Signalum Blend
thermalfoundation:material:102, Lumium Blend
thermalfoundation:material:103, Enderium Blend
thermalfoundation:material:128, Copper Ingot
thermalfoundation:material:129, Tin Ingot
thermalfoundation:material:130, Silver Ingot
thermalfoundation:material:131, Lead Ingot
thermalfoundation:material:132, Aluminum Ingot
thermalfoundation:material:133, Nickel Ingot
thermalfoundation:material:134, Platinum Ingot
thermalfoundation:material:135, Iridium Ingot
thermalfoundation:material:136, Mana Infused Ingot
thermalfoundation:material:160, Steel Ingot
thermalfoundation:material:161, Electrum Ingot
thermalfoundation:material:162, Invar Ingot
thermalfoundation:material:163, Bronze Ingot
thermalfoundation:material:164, Constantan Ingot
thermalfoundation:material:165, Signalum Ingot
thermalfoundation:material:166, Lumium Ingot
thermalfoundation:material:167, Enderium Ingot
thermalfoundation:material:192, Copper Nugget
thermalfoundation:material:193, Tin Nugget
thermalfoundation:material:194, Silver Nugget
thermalfoundation:material:195, Lead Nugget
thermalfoundation:material:196, Aluminum Nugget
thermalfoundation:material:197, Nickel Nugget
thermalfoundation:material:198, Platinum Nugget
thermalfoundation:material:199, Iridium Nugget
thermalfoundation:material:200, Mana Infused Nugget
thermalfoundation:material:224, Steel Nugget
thermalfoundation:material:225, Electrum Nugget
thermalfoundation:material:226, Invar Nugget
thermalfoundation:material:227, Bronze Nugget
thermalfoundation:material:228, Constantan Nugget
thermalfoundation:material:229, Signalum Nugget
thermalfoundation:material:230, Lumium Nugget
thermalfoundation:material:231, Enderium Nugget
thermalfoundation:material:256, Copper Gear
thermalfoundation:material:257, Tin Gear
thermalfoundation:material:258, Silver Gear
thermalfoundation:material:259, Lead Gear
thermalfoundation:material:260, Aluminum Gear
thermalfoundation:material:261, Nickel Gear
thermalfoundation:material:262, Platinum Gear
thermalfoundation:material:263, Iridium Gear
thermalfoundation:material:264, Mana Infused Gear
thermalfoundation:material:288, Steel Gear
thermalfoundation:material:289, Electrum Gear
thermalfoundation:material:290, Invar Gear
thermalfoundation:material:291, Bronze Gear
thermalfoundation:material:292, Constantan Gear
thermalfoundation:material:293, Signalum Gear
thermalfoundation:material:294, Lumium Gear
thermalfoundation:material:295, Enderium Gear
thermalfoundation:material:320, Copper Plate
thermalfoundation:material:321, Tin Plate
thermalfoundation:material:322, Silver Plate
thermalfoundation:material:323, Lead Plate
thermalfoundation:material:324, Aluminum Plate
thermalfoundation:material:325, Nickel Plate
thermalfoundation:material:326, Platinum Plate
thermalfoundation:material:327, Iridium Plate
thermalfoundation:material:328, Mana Infused Plate
thermalfoundation:material:352, Steel Plate
thermalfoundation:material:353, Electrum Plate
thermalfoundation:material:354, Invar Plate
thermalfoundation:material:355, Bronze Plate
thermalfoundation:material:356, Constantan Plate
thermalfoundation:material:357, Signalum Plate
thermalfoundation:material:358, Lumium Plate
thermalfoundation:material:359, Enderium Plate
thermalfoundation:material:512, Redstone Servo
thermalfoundation:material:513, Redstone Reception Coil
thermalfoundation:material:514, Redstone Transmission Coil
thermalfoundation:material:515, Redstone Conductance Coil
thermalfoundation:material:768, Pulverized Coal
thermalfoundation:material:769, Pulverized Charcoal
thermalfoundation:material:770, Pulverized Obsidian
thermalfoundation:material:771, Sulfur
thermalfoundation:material:772, Niter
thermalfoundation:material:800, Sawdust
thermalfoundation:material:801, Compressed Sawdust
thermalfoundation:material:802, Coal Coke
thermalfoundation:material:832, Rosin
thermalfoundation:material:833, Tar
thermalfoundation:material:864, Slag
thermalfoundation:material:865, Rich Slag
thermalfoundation:material:866, Cinnabar
thermalfoundation:material:892, Bitumen
thermalfoundation:material:893, Destabilized Clathrate
thermalfoundation:material:894, Energized Clathrate
thermalfoundation:material:895, Resonant Clathrate
thermalfoundation:material:1024, Pyrotheum Dust
thermalfoundation:material:1025, Cryotheum Dust
thermalfoundation:material:1026, Aerotheum Dust
thermalfoundation:material:1027, Petrotheum Dust
thermalfoundation:material:1028, Mana Dust
thermalfoundation:material:2048, Blizz Rod
thermalfoundation:material:2049, Blizz Powder
thermalfoundation:material:2050, Blitz Rod
thermalfoundation:material:2051, Blitz Powder
thermalfoundation:material:2052, Basalz Rod
thermalfoundation:material:2053, Basalz Powder
thermalfoundation:geode:0, Geode
thermalfoundation:armor.helmet_copper, Copper Helmet
thermalfoundation:armor.plate_copper, Copper Chestplate
thermalfoundation:armor.legs_copper, Copper Leggings
thermalfoundation:armor.boots_copper, Copper Boots
thermalfoundation:armor.helmet_tin, Tin Helmet
thermalfoundation:armor.plate_tin, Tin Chestplate
thermalfoundation:armor.legs_tin, Tin Leggings
thermalfoundation:armor.boots_tin, Tin Boots
thermalfoundation:armor.helmet_silver, Silver Helmet
thermalfoundation:armor.plate_silver, Silver Chestplate
thermalfoundation:armor.legs_silver, Silver Leggings
thermalfoundation:armor.boots_silver, Silver Boots
thermalfoundation:armor.helmet_lead, Lead Helmet
thermalfoundation:armor.plate_lead, Lead Chestplate
thermalfoundation:armor.legs_lead, Lead Leggings
thermalfoundation:armor.boots_lead, Lead Boots
thermalfoundation:armor.helmet_aluminum, Aluminum Helmet
thermalfoundation:armor.plate_aluminum, Aluminum Chestplate
thermalfoundation:armor.legs_aluminum, Aluminum Leggings
thermalfoundation:armor.boots_aluminum, Aluminum Boots
thermalfoundation:armor.helmet_nickel, Nickel Helmet
thermalfoundation:armor.plate_nickel, Nickel Chestplate
thermalfoundation:armor.legs_nickel, Nickel Leggings
thermalfoundation:armor.boots_nickel, Nickel Boots
thermalfoundation:armor.helmet_platinum, Platinum Helmet
